,小区名称,区域位置,经度,纬度,总价,单价,看房时间,链家编号,关注度,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,配备电梯,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件,房源核验统一编码,查询房管备案记录,核心卖点,适宜人群,别墅类型,户型介绍,小区介绍,售房详情,税费解析,周边配套,用水类型,用电类型,装修描述,燃气价格,交通出行,权属抵押
1308,['融创微风之城'],富阳-东洲,120.049163,30.086632,232,16978,提前预约随时可看,1.03115E+11,13,4室2厅1厨2卫,高楼层 (共25层),136.65㎡,平层,暂无数据,板楼,南,钢混结构,毛坯,两梯一户,有,2021/5/7,商品房,2021/4/6,普通住宅,未满两年,非共有,"
                                无抵押
                              ",已上传房本照片,210519HZ318818,"
                    小区品质好，房子户型好，四期是人车分流，总价低于市场价
                  ","
                    小区位于东洲版块，距离之江7公里左右，自然环境优越，杭富沿江公路双向六车道 小区有低密度的高层排屋叠排组成，绿化30%以上
                  ",,,,"
                    房子于2021年交付，所以不满5年，税费有契税和个税，增值税，总价低的。
                  ",,"
                    
房子毛坯交付，户型好，毛坯减少拆除费用，可按心意装修。。。 。
                  ",,,,,,,
1309,['金汇首府'],富阳-银湖科技城,119.9521528,30.0778645,241,27846,提前预约随时可看,1.03114E+11,7,3室2厅1厨2卫,高楼层 (共18层),86.55㎡,平层,暂无数据,板楼,南 北,混合结构,毛坯,一梯四户,暂无数据,2021/3/6,商品房,2021/3/11,普通住宅,未满两年,非共有,"
                                无抵押
                              ",已上传房本照片,201101SX247091,"
                    

有城东菜市场，富春新天地购物圈近在咫尺，公望地铁站
                  ","
                    ：
适合一家人的改善房，高楼层视野开阔采光时间长，两梯三户不拥挤，生活配套齐全满足于日常需求
                  ","
                    户型方正，边套三房朝南全明格局，采光充足，光照时间长，两个卫生间带窗，双大阳台，房间景观好。
                  ",,"
                    
有城东菜市场，富春新天地购物圈近在咫尺，公望地铁站、公交站点多。
                  ",,,,,,,,,,
1310,['融创微风之城'],富阳-东洲,120.049163,30.086632,185,19160,提前预约随时可看,1.03114E+11,0,3室2厅1厨2卫,低楼层 (共18层),96.56㎡,平层,暂无数据,板楼,南,钢混结构,毛坯,两梯一户,有,2021/4/1,商品房,2021/4/1,普通住宅,未满两年,非共有,"
                                无抵押
                              ",已上传房本照片,210402IN446335,"
                    
小区品质好，房子户型好，四期是人车分流，总价低于市场价
                  ","
                    区位于东洲版块，距离之江7公里左右，自然环境优越，杭富沿江公路双向六车道 小区有低密度的高层排屋叠排组成，绿化30%以上
                  ",,,,"
                    
房子于2020年交付，所以不满2年，税费有契税和个税，增值税，总价低的。
                  ",,"
                    房子毛坯交付，户型好，毛坯减少拆除费用，可按心意装修。。。 。
                  ",,,,,,,
1311,['云水山居'],富阳-银湖科技城,119.9090246,30.12099724,155,15586,提前预约随时可看,1.03117E+11,1,3室2厅1厨2卫,中楼层 (共12层),99.45㎡,平层,暂无数据,板楼,南,框架结构,毛坯,两梯四户,有,2021/8/11,商品房,2021/1/13,普通住宅,未满两年,非共有,"
                                无抵押
                              ",已上传房本照片,210220ZN952980,"
                    云水山居，万达旁，320国道旁，交通方便，小区环境优美适合居住
                  ","
                    云水山居高层跟别墅排屋都在一起，小高层可享受跟别墅区一样的小区景观。小区环境建设很不错，绿化覆盖率高，而且自带泳池，农贸市场。小区中间有一个天鹅湖，另外还有2条景观河，可谓依山旁水，风景秀丽。
                  ",,,,"
                    此房未满五年，有增值税5.3%，契税首套首贷为1.5%，二套为2%。个人所得税为1%
                  ",,"
                    小区24小时门卫，出入安全有保障；小区环境优美，空气清新安静，小区比较大，自带游泳池，餐厅，菜场，健身房，门口有医院，食堂。小区北面带温泉，小区中间有公园以及天鹅湖。饭后去泡泡温泉，公园里散散步，或者休息天去湖旁钓鱼，都是不错的选择。
                  ",,,,,,,
1312,['中天·富春诚品北区'],富阳-富春,119.9348563,30.07545735,285,24813,提前预约随时可看,1.03113E+11,4,4室2厅1厨2卫,低楼层 (共17层),114.86㎡,平层,暂无数据,板楼,南,钢混结构,精装,一梯一户,暂无数据,2021/2/17,商品房,2021/2/25,普通住宅,未满两年,非共有,"
                                无抵押
                              ",已上传房本照片,210302LF275363,"
                    
视野开阔 采光好 次新房 精装大三房 买到手配置软..
                  ","
                    小区介绍  中天品质 绿化面积大 居住氛围好 小高层住宅 24小时安保

                  ",,,,"
                    旁边为八小 就在边上 旁边银泰 宝龙 吃喝玩购于一体富阳人民医院 步行500米


                  ",,,"
                    
装修描述 精装交付 中天品质 采用环保厨具 房屋户型好 通风性好
                  ",,,,,,
1313,['绿城云栖桃花源'],富阳-银湖科技城,119.92119,30.127552,229,17750,提前预约随时可看,1.03112E+11,16,4室2厅1厨2卫,高楼层 (共11层),129.02㎡,平层,暂无数据,板塔结合,南,钢混结构,毛坯,一梯两户,有,2020/10/22,商品房,2020/10/15,普通住宅,未满两年,共有,"
                                无抵押
                              ",已上传房本照片,201020GS905482,"
                    此房毛坯价格低房东诚心出售，楼层好
                  ","
                    项目位于富阳区银湖街道铜锣湾大道与云水北路交叉口，集花园洋房，别墅，高层为一体的山水低密度住宅区。
                  ",,,,"
                    银湖街道高桥幼儿园(勤丰分园)、杭州巴学园、富阳银泰、宝龙城市广场、富阳区第三/一人民医院、富阳区骨伤科医院
                  ",,,"
                    公交路线： 临街轨道交通： 杭富城际铁路高桥站（建设中）

公交线路： 公交108路，可抵达富阳城区

主要干道： 彩虹快速路西线（建设中）、G320、迎宾北路

交通方式： 自驾线路：

城西：天目山路——紫之隧道——G320——高桦线

余杭：天目山西路——..
                  ",,,,,,
1314,['万科君望'],富阳-东洲,120.004449,30.078641,310,19285,提前预约随时可看,1.03115E+11,22,4室2厅1厨2卫,高楼层 (共7层),160.75㎡,跃层,暂无数据,塔楼,南,钢混结构,毛坯,一梯两户,暂无数据,2021/6/2,商品房,2021/5/29,普通住宅,未满两年,共有,"
                                有抵押
                              ",已上传房本照片,210604UL307028,"
                    
品质小区，万科物业，次新房，全明户型，大3房。
                  ","
                    万科品质，万科物业，位于东洲板块，北靠黄公望森林公园，南面富春江。
                  ",,,,"
                    业主现在卖房改善换房，诚心卖，随时可以看房，业主随时可以签约
                  ","
                    房子是今年交付的，所以还不满五年，交易过程中有产生契税个税和增值税。
                  ",,,,,,,,
1315,['阳光城上林湖'],富阳-银湖科技城,119.973473,30.159807,292,21055,提前预约随时可看,1.03115E+11,17,3室2厅1厨2卫,中楼层 (共5层),138.69㎡,跃层,暂无数据,板塔结合,南 北,钢混结构,毛坯,一梯一户,暂无数据,2021/6/9,商品房,2021/4/15,普通住宅,未满两年,非共有,"
                                无抵押
                              ",已上传房本照片,210520RA432214,"
                    
此房带电梯的叠排，户型方正，看房方便，业主诚心出售
                  ","
                    小区位于富阳银湖街道，整体环境优雅，绿化高，带游泳池，网球场，会所，自住皆宜天然养生之所，自然环境媲美排屋别墅小区
                  ","
                    小区旁边配套齐全，近杭州野生动物园、富春硅谷，富阳人民医院、富阳银泰，万达广场等，小区内餐饮娱乐配套齐全
                  ",,,"
                    小区人文环境好 绿化环境清幽 适合各类人群居住 人车不分流 多条主干道
                  ",,,,,,,,,
1316,['中天·富春诚品北区'],富阳-富春,119.9348563,30.07545735,263,25008,提前预约随时可看,1.03115E+11,1,3室2厅1厨2卫,中楼层 (共17层),105.17㎡,平层,暂无数据,塔楼,南,钢混结构,精装,一梯两户,暂无数据,2021/5/9,商品房,2021/4/7,普通住宅,未满两年,共有,"
                                无抵押
                              ",已上传房本照片,210623TV550871,"
                    中天富春诚品新小区电梯房精装新房 近地铁口
                  ","
                    旁边为八小 三中 青少年宫就在边上 旁边银泰 宝龙 吃喝玩购于一体，教育生活娱乐都很方便
                  ",,,,,,,"
                    此房为精装房交付，户型方正 ，三房户型，拎包即可入住，省去装修烦恼
                  ",,,"
                    距离325米有富春八小站606路，67米青少年宫北站有615路，301米有富阳区人民医院有606路，距离地铁6号线B出口大约800米（此距离为百度测
                  ",,,
1317,['中庆润泽院'],富阳-富春,119.929774,30.061283,230,25378,提前预约随时可看,1.03116E+11,1,4室2厅1厨3卫,中楼层 (共24层),90.63㎡,跃层,暂无数据,板塔结合,南,钢混结构,毛坯,一梯两户,暂无数据,2021/7/12,商品房,2021/7/12,普通住宅,未满两年,共有,"
                                无抵押
                              ",已上传房本照片,210720BN841836,,,,,,,,,,,,,,,
1318,['公望金钰府'],富阳-富春,119.9301797,30.06909073,349,30393,提前预约随时可看,1.03116E+11,4,3室2厅1厨2卫,低楼层 (共1层),114.83㎡,跃层,90.44㎡,板塔结合,南,混合结构,精装,一梯一户,暂无数据,2021/7/16,商品房,2021/5/26,普通住宅,未满两年,共有,"
                                有抵押
                              ",已上传房本照片,210716LQ406862,"
                    新小区，通透格局，大三房，自带40方花园，72方地下室
                  ","
                    精装修交付新小区，交付不久，配点软装买点家具就可入住，省时省力。
                  ",,,,,,,,,,"
                    小区地理位置好，近公望街地铁口，停车位充足，出门就是公交站台
                  ",,,
1319,['阳光城上林湖'],富阳-银湖科技城,119.973473,30.159807,303,21848,提前预约随时可看,1.03116E+11,8,4室2厅1厨2卫,中楼层 (共5层),138.69㎡,,暂无数据,,南,钢混结构,毛坯,,,2021/7/1,商品房,2021/6/4,别墅,未满两年,共有,"
                                有抵押
                              ",已上传房本照片,"210610LC077326	","
                    此房带电梯的叠排，户型方正，看房方便，业主诚心出售
                  ","
                    小区位于富阳银湖街道，整体环境优雅，绿化高，网球场，会所，自住皆宜天然养生之所，自然环境媲美排屋别墅小区
                  ","
                    小区旁边配套齐全，近杭州野生动物园、富春硅谷，富阳人民医院、富阳银泰等，小区内餐饮娱乐配套齐全
                  ",联排,,"
                    小区人文环境好 绿化环境清幽 适合各类人群居住 人车不分流 多条主干道 没有拥堵现象
                  ",,,"
                    税费金额，不满五年（有增值税）另有契税、个人所得税。契税首套1.5% 二套2% 个人所得税1
                  ",,,,,,
1320,['万科君望'],富阳-东洲,120.004449,30.078641,185,18292,提前预约随时可看,1.03113E+11,10,3室2厅1厨2卫,中楼层 (共8层),101.14㎡,平层,暂无数据,塔楼,南,钢混结构,毛坯,一梯两户,有,2021/2/22,商品房,2020/3/13,普通住宅,未满两年,非共有,"
                                无抵押
                              ",已上传房本照片,210224MY506287,"
                    房东诚心出售，毛坯可自主设计装修，户型方正
                  ","
                    小区位于富阳与转塘交界处，离高速口较近，小区主要为排屋和花园洋房，这套房源是花园洋房，人车分流
                  ",,,,"
                    税费金额，（不满五年），契税首套1.5% 二套2%，个税1%,增值税5.3%。
                  ",,"
                    此房为毛坯房，可以按照自己喜欢的风格去设计装修。减少了拆除费
                  ",,,,,,,
1321,['万科君望'],富阳-东洲,120.004449,30.078641,175,17303,提前预约随时可看,1.03112E+11,27,3室2厅1厨2卫,低楼层 (共8层),101.14㎡,平层,暂无数据,塔楼,南 北,钢混结构,毛坯,一梯两户,有,2020/11/3,商品房,2020/3/26,普通住宅,未满两年,共有,"
                                无抵押
                              ",已上传房本照片,201102EH423160,"
                    万科品质，房子总价低，带车位，户型方正，南北通透。
                  ","
                    万科品质，万科物业，位于东洲板块，北靠黄公望森林公园，南面富春江。
                  ",,,"
                    房子是今年交付的，所以还不满两年，交易过程中有产生契税个税和增值税。
                  ","
                    房子是南北通透户型，两房朝南，一房朝北，厨卫全明，三房两卫。
                  ",,,,,,,,,
1322,['中天·富春诚品北区'],富阳-富春,119.9348563,30.07545735,235,24866,提前预约随时可看,1.03113E+11,5,3室2厅1厨2卫,低楼层 (共8层),94.51㎡,平层,暂无数据,板塔结合,东南,钢混结构,简装,两梯两户,有,2021/2/14,商品房,2020/12/7,普通住宅,未满两年,共有,"
                                无抵押
                              ",已上传房本照片,201209KU241663,"
                    
中天富春诚品  新 小区离地铁口，交通配套齐 满足日常出行 
                  ","
                    
 地铁沿线 上学近 距离富阳人民医院700米，富阳东吴医院934米，261米有富仁大药房，宝龙城市广场1300米（此距离为百度测距）
                  ",,,,,,"
                    
此房为精装房交付，三室两厅两卫，采光好户型方正 配置软装即可入住
                  ","
                    房子为商品房 普通住宅 首套首付三成，二套六成 房子税费：该房未满五年有5.3% 个税1% 契税首套1.5% 二套2%
                  ",,,,,,
1323,['融创微风之城'],富阳-东洲,120.049163,30.086632,235,17712,提前预约随时可看,1.03115E+11,6,4室2厅1厨2卫,高楼层 (共18层),132.68㎡,平层,暂无数据,板楼,南,钢混结构,毛坯,两梯两户,有,2021/4/19,商品房,2021/4/2,普通住宅,未满两年,共有,"
                                有抵押 60万元
                              ",已上传房本照片,210418XA625240,"
                    融创微风之城 次新小区 环境优美 依山傍水
                  ","
                    小区位于东洲版块，距离之江7公里左右，自然环境优越，杭富沿江公路双向六车道 小区有低密度的高层排屋叠排组成，绿化30%以上
                  ",,,,"
                    
房子于2020年交付，所以不满2年，税费有契税和个税，增值税，总价低的。
                  ",,"
                    房子毛坯交付，户型好，毛坯减少拆除费用，可按心意装修。。。 .
                  ",,,,,,,
1324,['融创微风之城'],富阳-东洲,120.049163,30.086632,245,18388,提前预约随时可看,1.03115E+11,3,4室2厅1厨2卫,低楼层 (共18层),133.24㎡,平层,暂无数据,板楼,南,钢混结构,毛坯,两梯一户,有,2021/4/19,商品房,2021/4/2,普通住宅,未满两年,共有,"
                                无抵押
                              ",已上传房本照片,210419QT801619,"
                    融创微风之城 次新小区 环境优美 依山傍水
                  ","
                    小区位于东洲版块，距离之江7公里左右，自然环境优越，杭富沿江公路双向六车道 小区有低密度的高层排屋叠排组成，绿化30%以上
                  ",,,,"
                    房子于2020年交付，所以不满2年，税费有契税和个税，增值税，总价低的。
                  ",,"
                    房子毛坯交付，户型好，毛坯减少拆除费用，可按心意装修。。。 .
                  ",,,,,,,
1325,['宋都江宸府'],富阳-鹿山新城,119.932808,30.01427,235,23904,提前预约随时可看,1.03111E+11,4,3室2厅1厨2卫,低楼层 (共33层),98.31㎡,平层,暂无数据,板楼,南,钢混结构,毛坯,两梯三户,有,2020/9/1,商品房,2020/3/27,普通住宅,未满两年,非共有,"
                                无抵押
                              ",已上传房本照片,200820JH456447,"
                    中等楼层，采光充足，毛坯，鹿山板块。。
                  ","
                    小区位于富阳区依江路与江波街交汇处，建筑面积约231529.51平方米，车位共1737个，物业费3元/月/平方米。。。。。
                  ",,,"
                    江波街依江路口（公交站）619路，距查询位置305米；龙江路江波街口（公交站）625路626路，距查询位置306米；场口zhongxue北门（公交站）富阳623路，富阳2116B路，距查询位置313米；富阳区文化zhongxin（公交站）619路626路，距查询位置623米。。。。。
                  ","
                    电梯房，适合老少居住，两房朝南，客厅朝南，。。。。。。。。。。。。。。。
                  ",,,,,,,,,
1326,['宋都江宸府'],富阳-鹿山新城,119.932808,30.01427,255,25923,提前预约随时可看,1.03115E+11,3,3室2厅1厨2卫,中楼层 (共27层),98.37㎡,平层,暂无数据,板楼,西南,钢混结构,毛坯,两梯四户,有,2021/5/23,商品房,2020/6/29,普通住宅,未满两年,共有,"
                                无抵押
                              ",已上传房本照片,210524GY921233,"
                    好楼层 视野开阔 阳光充足 实用面积大 
                  ","
                    所属物业是： 杭州宋都物业，物业类型住宅，物业费3元/平方 

小区配有儿童游乐区，休闲健身区zhong xin位置有景观池，小区绿化30%，小区车位1：1.2
                  ",,,,"
                    小区2公里内商圈配套成熟，富阳区xingz zheng 服务zhong xin ，世纪联华*市，东吴公园，富阳博物馆，档案馆


                  ",,"
                    房东一次性付款 交易简单方便，，，，，，，，，，，，，，，，，
                  ","
                    房子为商品房，未满五年，买家需承担5.3%增值税，1%个税，契税（首套1.5%，二套2%）
                  ",,,,,,
1327,['阳光城西郊半岛'],富阳-富阳,119.9910713,30.06446803,215,23408,提前预约随时可看,1.03117E+11,6,3室2厅1厨2卫,中楼层 (共33层),91.85㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯四户,有,2021/8/13,商品房,2021/7/21,普通住宅,未满两年,共有,"
                                有抵押 90万元
                              ",已上传房本照片,210731DM893553,"
                    此房刚刚交付不满5年，楼层比较好视野很开阔，采光充足
                  ","
                    整个小区是人车分流的，环境背靠山面朝江
适合刚需客户，首付比例低
有希尔顿酒店，农贸市场，小区自带幼儿园
                  ","
                    售房原因是现在改善房子偏小，需要改4房
房屋现状随时可以看房，业主随时可以签约
                  ",,,,"
                    现在有小区自己带幼儿园，门口300米左右有农贸市场，还有希尔顿酒店，还有夜景广场
                  ",,,,,,,,
1328,['绿城云栖桃花源'],富阳-银湖科技城,119.92119,30.127552,265,19046,提前预约随时可看,1.03115E+11,6,3室2厅1厨2卫,中楼层 (共11层),139.14㎡,平层,暂无数据,板塔结合,东,钢混结构,毛坯,一梯两户,暂无数据,2021/6/5,商品房,2020/12/21,普通住宅,未满两年,非共有,"
                                有抵押
                              ",已上传房本照片,210606LO502422,"
                    绿城品质，城南万达广场，环境优美视野开阔！湖景花园洋房！
                  ","
                    本房位于富阳区银湖街道，有中式合院和洋房，环境优美 品牌 物业 适合常年居住
                  ",,,"
                    小区自带幼儿园 银湖街道高桥幼儿园(勤丰分园)、高桥学  校  银湖学 校 杭州巴学园、城南万达广场  富阳银泰、宝龙城市广场、富阳区第三/一人民医院、富阳区骨伤科医院
                  ","
                    此房为刚交付的新小区，该房采光充足，中间楼层，东边套 视野开阔！
                  ",,,"
                    房子为普通住宅，首套房首付三成，二套六成 该房未满五年，有增值税5%，个税1%，契税首套1.5% 二套2%
                  ",,,,,,
1329,['融创微风之城'],富阳-东洲,120.049163,30.086632,212,18204,提前预约随时可看,1.03117E+11,1,3室2厅1厨2卫,高楼层 (共18层),116.46㎡,平层,暂无数据,板楼,南,钢混结构,毛坯,两梯两户,有,2021/9/4,商品房,2021/6/17,普通住宅,未满两年,共有,"
                                有抵押
                              ",已上传房本照片,"210917DS394876	","
                    此房为次新房 位于小区边上位置 视野好 楼层好 
                  ","
                    小区内人车分流，适合各种客户群体 ，户型很好，中年老年人都很适合
                  ","
                    此房户型为三房两厅两卫户型，大三房，两个卫生间都是明卫，此房为边套户型，两房朝南一房朝北
                  ",,"
                    小区内人车分流，车子直接抵达地下室，小区门口公交车逸城站，地铁6号线双浦站直线4公里
                  ",,,,,,,,,,
1330,['融创微风之城'],富阳-东洲,120.049163,30.086632,238,18939,提前预约随时可看,1.0311E+11,22,3室2厅1厨2卫,高楼层 (共16层),125.67㎡,平层,暂无数据,板楼,南,钢混结构,毛坯,两梯四户,有,2020/7/17,商品房,2020/6/4,普通住宅,未满两年,共有,"
                                有抵押 50万元 浙商银行 客户偿还
                              ",已上传房本照片,2.00619E+11,"
                    次新房临江景，户型正气南北通，业主诚心出售看房方便。
                  ","
                    融创大开发商，小区有排屋组团加高层组团组成，环境好，植被覆盖率高。
                  ",,,"
                    税费金额，未满两年（有增值税）契税、个人所得税。契税首套1.5% 二套2% 个人所得税1%。
                  ","
                    三房设计,阔绰三房，全明双卫，大阳台景观好，临江景自带2万方湿地公园，就在家门口。
                  ",,,,,,,,,
1331,['清风阳光苑'],富阳-富春,119.9459564,30.06835569,185,21781,提前预约随时可看,1.03115E+11,14,3室2厅1厨1卫,中楼层 (共7层),84.94㎡,平层,暂无数据,板塔结合,南,钢混结构,毛坯,一梯两户,暂无数据,2021/5/23,商品房,2021/2/4,普通住宅,未满两年,非共有,"
                                无抵押
                              ",已上传房本照片,210528TR476815,"
                    坐北朝南，采光充足，交通便利，配套设施齐全
                  ","
                    小区边上配套齐全，有菜市场、公园、不带电梯，临街、距离医院近
                  ",,,,"
                    房东是想卖掉改善，房东诚心出售，随时可以看房，业主随时可签。
                  ","
                    
配套齐全。有银泰商场。富阳区第 一人民医院，大润发商场等.菜市场，公园
                  ",,,,,,,,
1332,['万科君望'],富阳-东洲,120.004449,30.078641,288,20671,提前预约随时可看,1.03116E+11,3,4室2厅1厨2卫,低楼层 (共8层),139.33㎡,平层,暂无数据,塔楼,南,钢混结构,毛坯,一梯两户,暂无数据,2021/8/3,商品房,2021/5/25,普通住宅,未满两年,非共有,"
                                有抵押
                              ",已上传房本照片,210616EN630886,"
                    房东诚心出售！视野好，可看高尔夫球场


                  ","
                    小区位于富阳与转塘交界处，离高速口较近，小区主要为排屋和花园洋房，这套房源是花园洋房，人车分流


                  ",,,,"
                    税费金额，（不满五年），契税首套1.5% 二套2%，个税1%,增值税5.3%。


                  ",,"
                    此房为毛坯房，可以按照自己喜欢的风格去设计装修。减少了拆除费


                  ",,,,,,,
1333,['融创微风之城'],富阳-东洲,120.049163,30.086632,268,19303,提前预约随时可看,1.03116E+11,1,4室2厅1厨2卫,低楼层 (共25层),138.84㎡,平层,暂无数据,板楼,南,钢混结构,毛坯,两梯三户,有,2021/8/1,已购公房,2021/3/31,普通住宅,未满两年,共有,"
                                有抵押
                              ",已上传房本照片,210804QQ312912,"
                    融创微风之城，品质小区，高楼层采光好视野佳，诚心出售。


                  ","
                    
区位于东洲版块，距离之江7公里左右，自然环境优越，杭富沿江公路双向六车道 小区有低密度的高层排屋叠排组成，绿化30%以上。
                  ",,,,"
                    房子于2020年交付，所以不满2年，税费有契税和个税，增值税，总价低的。
                  ",,"
                    
房子毛坯交付，户型好，毛坯减少拆除费用，可按心意装修。。。 。
                  ",,,,,,,
1334,['融创微风之城'],富阳-东洲,120.049163,30.086632,235,17638,提前预约随时可看,1.03114E+11,8,4室2厅1厨2卫,高楼层 (共18层),133.24㎡,平层,暂无数据,板楼,南,钢混结构,毛坯,两梯两户,有,2021/3/30,商品房,2021/3/30,普通住宅,未满两年,共有,"
                                有抵押 56万元
                              ",已上传房本照片,210403BL588937,"
                    小区品质好，房子户型好，小区是人车分流，总价低于市场价
                  ","
                    区位于东洲版块，距离之江7公里左右，自然环境优越，杭富沿江公路双向六车道 小区有低密度的高层排屋叠排组成，绿化30%以上
                  ",,,,"
                    房子于2021年交付，所以不满五年，税费有契税和个税，增值税，.
                  ",,"
                    房子毛坯交付，户型好，毛坯减少拆除费用，可按心意装修。。。。
                  ",,,,,,,
1335,['万科君望'],富阳-东洲,120.004449,30.078641,216,19997,提前预约随时可看,1.03116E+11,0,3室1厅1厨2卫,中楼层 (共7层),108.02㎡,平层,暂无数据,塔楼,南,钢混结构,毛坯,一梯两户,暂无数据,2021/6/25,商品房,2021/6/8,普通住宅,未满两年,共有,"
                                有抵押
                              ",已上传房本照片,210619HY027686,"
                    此房户型舒适 阳光充足 空间足够


                  ","
                    该小区为新小区 小区为富阳东润置业有限公司 物业为万科物业 小区环境好 居住舒适


                  ","
                    此房毛坯次新房 装修可充满想象力 按照自己的想法装修 房子前后都带花园 温馨舒适


                  ",,,"
                    此房适合一家人入住 改善生活环境 房子空间充足 适合老人及小孩居住


                  ",,,,,,,,,
1336,['融创微风之城'],富阳-东洲,120.049163,30.086632,180,18534,提前预约随时可看,1.03115E+11,2,3室2厅1厨2卫,高楼层 (共18层),97.12㎡,平层,暂无数据,板楼,南,钢混结构,毛坯,两梯一户,有,2021/5/30,商品房,2021/4/26,普通住宅,未满两年,共有,"
                                有抵押 83万元 杭州银行
                              ",已上传房本照片,210428YB939353,"
                    融创微风之城 品质小区，楼层高 视野好，房东诚心出售。
                  ","
                    小区位于东洲板块，距离转塘之江7公里，自然环境优美，小区有低密度的高层叠排联排组成，绿化30%以上
                  ",,,,"
                    房东因为工作原因，现不方便住在此小区，所以准备置换到其他地方。
                  ","
                    房子毛坯交付，户型好，  毛坯减少了拆除费用，可安心意装修。
                  ",,,,,,,,
1337,['融创微风之城'],富阳-东洲,120.049163,30.086632,225,17937,提前预约随时可看,1.03115E+11,6,3室2厅1厨1卫,低楼层 (共18层),125.44㎡,平层,暂无数据,板楼,南,钢混结构,毛坯,两梯四户,有,2021/4/16,商品房,2021/5/29,普通住宅,未满两年,非共有,"
                                无抵押
                              ",已上传房本照片,210529EI544414,"
                    次新小区。低总价享高品质住宅。户型方正，采光好
                  ","
                    小区位于富阳区东洲街道，背靠黄公望国家森林公园，南面富春江，小区开发商为融创，整个小区楼间距开阔，绿化充足，物业管理完善，适合居住！
                  ",,,,"
                    
1901米有东洲明星幼儿园1694米有东洲中小 1496米建华社区卫生服务站990米首创奥特莱斯472米美好生活*市 976米星巴克，911米肯德基（此距离为百度测距）
                  ",,,"
                    房子毛坯交付，户型好，毛坯减少拆除费用，可按心意装修。。。 。
                  ",,,,,,
1338,['融创微风之城'],富阳-东洲,120.049163,30.086632,190,20784,提前预约随时可看,1.03112E+11,1,3室2厅1厨1卫,高楼层 (共18层),91.42㎡,平层,暂无数据,板楼,南,钢混结构,毛坯,两梯四户,有,2020/11/4,商品房,2020/6/1,普通住宅,未满两年,非共有,"
                                无抵押
                              ",已上传房本照片,210813UQ418761,"
                    次新小区，高楼层，人车分流，三开间朝南，带车位，总价合理

                  ","
                    小区位于富阳与转塘交界处，近湿地公园和富春江，人车分流，房子在三期高层，
                  ",,,"
                    房子于今年5月份交付，房产证不满2年，在交易过程中有契税，个税，增值税产生
                  ","
                    高楼层，三开间朝南户型，带朝南大阳台，客厅朝南，主卧朝南，另外一房朝南一房朝北，厨卫全明
                  ",,,,,,,,,
1339,['阳光城上林湖'],富阳-银湖科技城,119.973473,30.159807,325,23481,提前预约随时可看,1.03117E+11,0,3室2厅1厨2卫,中楼层 (共5层),138.41㎡,,暂无数据,,西南,钢混结构,毛坯,,,2021/8/21,商品房,2021/8/20,别墅,未满两年,非共有,"
                                有抵押 100万元
                              ",已上传房本照片,210825GS388590,"
                    此房带电梯的叠排，东边套 山景房，视野开阔采光无遮挡 诚心卖
                  ","
                    小区位于富阳银湖街道，整体环境优雅，绿化高，带游泳池，网球场，会所，自住皆宜天然养生之所，自然环境媲美排屋别墅小区
                  ","
                    小区旁边配套齐全，近杭州野生动物园、富春硅谷，富阳人民医院、富阳银泰，万达广场等，小区内餐饮娱乐配套齐全
                  ",联排,,"
                    小区人文环境好 绿化环境清幽 适合各类人群居住 人车不分流 多条主干道
                  ",,,,,,,,,
1340,['阳光城上林湖'],富阳-银湖科技城,119.973473,30.159807,290,20910,提前预约随时可看,1.03115E+11,25,3室2厅1厨2卫,中楼层 (共5层),138.69㎡,,112.69㎡,,南,钢混结构,毛坯,,,2021/4/17,商品房,2021/4/16,别墅,未满两年,共有,"
                                有抵押 130万元 业主自还
                              ",已上传房本照片,210418GJ572291,"
                    带电梯叠排 次新小区 户型方正 业主诚心出售
                  ","
                    距杭州市25公里，南临九龙大道；北依午潮山国家森林公园，南望黄公望国家森林公园；东面向阳出口，含山藏水，溪涧交错，池湖相应；
                  ",,联排,,"
                    受降镇幼儿园：浙江新世纪贸易专修学院：杭富*市医院：银湖骨伤科医院、浙江省望江山疗养院邮局：银湖邮政所银行：富阳农村合作银行施家园分理处其他：杭州野生动物世界、午潮山森林公园

房主自荐(业主对房源的描述)
                  ",,,"
                    房屋毛坯房 没有任何改动 没有家具 房子刚交付 主卧套房式设计  主卧套房式设计 
                  ",,,,,,
